STT,Thông tin,Label,thong_tin_norm_vi,tokens_vi,thong_tin_final_vi
566,"Avid Lifelong Learner - một người không ngừng học tập tích cực: Có sự tò mò, ham học hỏi và tinh thần học tập suốt đời; Có tư duy cởi mở và dễ tiếp thu những ý tưởng, khái niệm, kiến thức mới;",Giới thiệu,avid lifelong learner một người không ngừng học tập tích cực có sự tò mò ham học hỏi và tinh thần học tập suốt đời có tư duy cởi mở và dễ tiếp thu những ý tưởng khái niệm kiến thức mới,"['avid', 'lifelong', 'learner', 'người', 'ngừng', 'học_tập', 'tích_cực', 'sự', 'tò_mò', 'ham', 'học_hỏi', 'tinh_thần', 'học_tập', 'suốt', 'đời', 'tư_duy', 'cởi_mở', 'dễ', 'tiếp_thu', 'ý_tưởng', 'khái_niệm', 'kiến_thức', 'mới']",avid lifelong learner người ngừng học_tập tích_cực sự tò_mò ham học_hỏi tinh_thần học_tập suốt đời tư_duy cởi_mở dễ tiếp_thu ý_tưởng khái_niệm kiến_thức mới
567,"Rational Thinker - một người có suy nghĩ thấu đáo, hợp lý: Có tư duy phản biện trong việc phân tích các dữ kiện và các lựa chọn trước khi đưa ra đánh giá; Phân tích và giải quyết vấn đề một cách hợp lý và có hệ thống.",Giới thiệu,rational thinker một người có suy nghĩ thấu đáo hợp lý có tư duy phản biện trong việc phân tích các dữ kiện và các lựa chọn trước khi đưa ra đánh giá phân tích và giải quyết vấn đề một cách hợp lý và có hệ thống,"['rational', 'thinker', 'người', 'suy_nghĩ', 'thấu_đáo', 'hợp_lý', 'tư_duy', 'phản_biện', 'việc', 'phân_tích', 'dữ_kiện', 'lựa_chọn', 'trước', 'đưa', 'ra', 'đánh_giá', 'phân_tích', 'giải_quyết', 'vấn_đề', 'một_cách', 'hợp_lý', 'hệ_thống']",rational thinker người suy_nghĩ thấu_đáo hợp_lý tư_duy phản_biện việc phân_tích dữ_kiện lựa_chọn trước đưa ra đánh_giá phân_tích giải_quyết vấn_đề một_cách hợp_lý hệ_thống
568,Enterprising Innovator - một nhà cải cách trong hoạt động kinh doanh: Có tư duy và sự tháo vát trong kinh doanh; Có sự sáng tạo và đổi mới trong việc đưa ra các ý tưởng và giải quyết các vấn đề trong thực tế; Xác định cơ hội và chấp nhận các rủi ro có thể kiểm soát được. ,Giới thiệu,enterprising innovator một nhà cải cách trong hoạt động kinh doanh có tư duy và sự tháo vát trong kinh doanh có sự sáng tạo và đổi mới trong việc đưa ra các ý tưởng và giải quyết các vấn đề trong thực tế xác định cơ hội và chấp nhận các rủi ro có thể kiểm soát được,"['enterprising', 'innovator', 'nhà', 'cải_cách', 'hoạt_động', 'kinh_doanh', 'tư_duy', 'sự', 'tháo_vát', 'kinh_doanh', 'sự', 'sáng_tạo', 'đổi_mới', 'việc', 'đưa', 'ra', 'ý_tưởng', 'giải_quyết', 'vấn_đề', 'thực_tế', 'xác_định', 'cơ_hội', 'chấp_nhận', 'rủi_ro', 'có_thể', 'kiểm_soát']",enterprising innovator nhà cải_cách hoạt_động kinh_doanh tư_duy sự tháo_vát kinh_doanh sự sáng_tạo đổi_mới việc đưa ra ý_tưởng giải_quyết vấn_đề thực_tế xác_định cơ_hội chấp_nhận rủi_ro có_thể kiểm_soát
569,"Triết lý giáo dục của Trường Đại học Công nghiệp Thành phố Hồ Chí Minh nhằm mục đích bồi dưỡng người học có được các phẩm chất CARE, chuẩn bị cho người học hành trang bước vào cuộc sống và thế giới việc làm trong tương lai. Triết lý này giúp rèn luyện người học trong việc áp dụng và nâng cao tri thức thông qua việc trải nghiệm thực tế, học tập một cách tích cực và nghiên cứu ứng dụng để đáp ứng nhu cầu của các bên liên quan và xã hội.",Giới thiệu,triết lý giáo dục của trường đại học công nghiệp thành phố hồ chí minh nhằm mục đích bồi dưỡng người học có được các phẩm chất care chuẩn bị cho người học hành trang bước vào cuộc sống và thế giới việc làm trong tương lai triết lý này giúp rèn luyện người học trong việc áp dụng và nâng cao tri thức thông qua việc trải nghiệm thực tế học tập một cách tích cực và nghiên cứu ứng dụng để đáp ứng nhu cầu của các bên liên quan và xã hội,"['triết_lý', 'giáo_dục', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'nhằm', 'mục_đích', 'bồi_dưỡng', 'người', 'học', 'phẩm_chất', 'care', 'chuẩn_bị', 'người', 'học_hành_trang', 'bước', 'vào', 'cuộc_sống', 'thế_giới', 'việc_làm', 'tương_lai', 'triết_lý', 'giúp', 'rèn_luyện', 'người', 'học', 'việc', 'áp_dụng', 'nâng', 'cao', 'tri_thức', 'thông_qua', 'việc', 'trải_nghiệm', 'thực_tế', 'học_tập', 'một_cách', 'tích_cực', 'nghiên_cứu', 'ứng_dụng', 'để', 'đáp_ứng', 'nhu_cầu', 'bên', 'liên_quan', 'xã_hội']",triết_lý giáo_dục trường đại_học công_nghiệp thành_phố hồ chí_minh nhằm mục_đích bồi_dưỡng người học phẩm_chất care chuẩn_bị người học_hành_trang bước vào cuộc_sống thế_giới việc_làm tương_lai triết_lý giúp rèn_luyện người học việc áp_dụng nâng cao tri_thức thông_qua việc trải_nghiệm thực_tế học_tập một_cách tích_cực nghiên_cứu ứng_dụng để đáp_ứng nhu_cầu bên liên_quan xã_hội
570,"Cộng đồng Trường Đại học Công nghiệp Thành phố Hồ Chí Minh sống trong việc chuyển đổi tư duy và làm giàu thêm đời sống tri thức - kinh tế, các hoạt động nghề nghiệp của người học và các bên liên quan bằng cách phục vụ cộng đồng và đóng góp vào sự tiến bộ của xã hội",Giới thiệu,cộng đồng trường đại học công nghiệp thành phố hồ chí minh sống trong việc chuyển đổi tư duy và làm giàu thêm đời sống tri thức kinh tế các hoạt động nghề nghiệp của người học và các bên liên quan bằng cách phục vụ cộng đồng và đóng góp vào sự tiến bộ của xã hội,"['cộng_đồng', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'sống', 'việc', 'chuyển_đổi', 'tư_duy', 'làm_giàu', 'thêm', 'đời_sống', 'tri_thức', 'kinh_tế', 'hoạt_động', 'nghề_nghiệp', 'người', 'học', 'bên', 'liên_quan', 'bằng', 'cách', 'phục_vụ', 'cộng_đồng', 'đóng_góp', 'vào', 'sự', 'tiến_bộ', 'xã_hội']",cộng_đồng trường đại_học công_nghiệp thành_phố hồ chí_minh sống việc chuyển_đổi tư_duy làm_giàu thêm đời_sống tri_thức kinh_tế hoạt_động nghề_nghiệp người học bên liên_quan bằng cách phục_vụ cộng_đồng đóng_góp vào sự tiến_bộ xã_hội
571,"Các phẩm chất CARE: bồi dưỡng để người học trở thành nhà lãnh đạo nhân ái, luôn thể hiện tinh thần ham học hỏi, người có tư duy logic chặt chẽ và có sáng kiến đột phá trong công việc",Giới thiệu,các phẩm chất care bồi dưỡng để người học trở thành nhà lãnh đạo nhân ái luôn thể hiện tinh thần ham học hỏi người có tư duy logic chặt chẽ và có sáng kiến đột phá trong công việc,"['phẩm_chất', 'care', 'bồi_dưỡng', 'để', 'người', 'học', 'trở_thành', 'nhà_lãnh_đạo', 'nhân_ái', 'luôn', 'thể_hiện', 'tinh_thần', 'ham', 'học_hỏi', 'người', 'tư_duy', 'logic', 'chặt_chẽ', 'sáng_kiến', 'đột_phá', 'công_việc']",phẩm_chất care bồi_dưỡng để người học trở_thành nhà_lãnh_đạo nhân_ái luôn thể_hiện tinh_thần ham học_hỏi người tư_duy logic chặt_chẽ sáng_kiến đột_phá công_việc
572,"Áp dụng và nâng cao tri thức: các chương trình đào tạo được thiết kế để đảm bảo sự phù hợp và tính cập nhật, có xem xét xu hướng phát triển của các ngành nghề và nhu cầu của các bên liên quan, sử dụng mô hình đào tạo dựa trên chuẩn đầu ra nhằm đáp ứng các tiêu chuẩn đảm bảo chất lượng quốc gia, khu vực và quốc tế.",Giới thiệu,áp dụng và nâng cao tri thức các chương trình đào tạo được thiết kế để đảm bảo sự phù hợp và tính cập nhật có xem xét xu hướng phát triển của các ngành nghề và nhu cầu của các bên liên quan sử dụng mô hình đào tạo dựa trên chuẩn đầu ra nhằm đáp ứng các tiêu chuẩn đảm bảo chất lượng quốc gia khu vực và quốc tế,"['áp_dụng', 'nâng', 'cao', 'tri_thức', 'chương_trình', 'đào_tạo', 'thiết_kế', 'để', 'đảm_bảo', 'sự', 'phù_hợp', 'tính', 'cập_nhật', 'xem_xét', 'xu_hướng', 'phát_triển', 'ngành_nghề', 'nhu_cầu', 'bên', 'liên_quan', 'sử_dụng', 'mô_hình', 'đào_tạo', 'dựa', 'trên', 'chuẩn', 'đầu_ra', 'nhằm', 'đáp_ứng', 'tiêu_chuẩn', 'đảm_bảo', 'chất_lượng', 'quốc_gia', 'khu_vực', 'quốc_tế']",áp_dụng nâng cao tri_thức chương_trình đào_tạo thiết_kế để đảm_bảo sự phù_hợp tính cập_nhật xem_xét xu_hướng phát_triển ngành_nghề nhu_cầu bên liên_quan sử_dụng mô_hình đào_tạo dựa trên chuẩn đầu_ra nhằm đáp_ứng tiêu_chuẩn đảm_bảo chất_lượng quốc_gia khu_vực quốc_tế
573,"Chuẩn bị cho cuộc sống và tương lai của công việc: tạo điều kiện cho người học tham gia vào môi trường thực tế và thế giới việc làm thông qua thực tập, dự án, nghiên cứu ứng dụng, thí nghiệm, học tập tích cực và phục vụ cộng đồng. Trang bị cho người học các kỹ năng cần thiết như tư duy phản biện, tư duy sáng tạo, tinh thần đổi mới, kỹ năng giao tiếp và quản lý, lòng nhân ái và tư duy khởi nghiệp.",Giới thiệu,chuẩn bị cho cuộc sống và tương lai của công việc tạo điều kiện cho người học tham gia vào môi trường thực tế và thế giới việc làm thông qua thực tập dự án nghiên cứu ứng dụng thí nghiệm học tập tích cực và phục vụ cộng đồng trang bị cho người học các kỹ năng cần thiết như tư duy phản biện tư duy sáng tạo tinh thần đổi mới kỹ năng giao tiếp và quản lý lòng nhân ái và tư duy khởi nghiệp,"['chuẩn_bị', 'cuộc_sống', 'tương_lai', 'công_việc', 'tạo', 'điều_kiện', 'người', 'học', 'tham_gia', 'vào', 'môi_trường', 'thực_tế', 'thế_giới', 'việc_làm', 'thông_qua', 'thực_tập', 'dự_án', 'nghiên_cứu', 'ứng_dụng', 'thí_nghiệm', 'học_tập', 'tích_cực', 'phục_vụ', 'cộng_đồng', 'trang_bị', 'người', 'học', 'kỹ_năng', 'cần_thiết', 'tư_duy', 'phản_biện', 'tư_duy', 'sáng_tạo', 'tinh_thần', 'đổi_mới', 'kỹ_năng', 'giao_tiếp', 'quản_lý', 'lòng', 'nhân_ái', 'tư_duy', 'khởi_nghiệp']",chuẩn_bị cuộc_sống tương_lai công_việc tạo điều_kiện người học tham_gia vào môi_trường thực_tế thế_giới việc_làm thông_qua thực_tập dự_án nghiên_cứu ứng_dụng thí_nghiệm học_tập tích_cực phục_vụ cộng_đồng trang_bị người học kỹ_năng cần_thiết tư_duy phản_biện tư_duy sáng_tạo tinh_thần đổi_mới kỹ_năng giao_tiếp quản_lý lòng nhân_ái tư_duy khởi_nghiệp
574,"Chuyển đổi tư duy, làm giàu cho đời sống tri thức - kinh tế và hoạt động nghề nghiệp thông qua các dịch vụ cộng đồng và đóng góp cho xã hội cũng như nền kinh tế thông qua nghiên cứu ứng dụng và chuyển giao công nghệ vì một nền kinh tế bền vững với mức sống cao hơn.",Giới thiệu,chuyển đổi tư duy làm giàu cho đời sống tri thức kinh tế và hoạt động nghề nghiệp thông qua các dịch vụ cộng đồng và đóng góp cho xã hội cũng như nền kinh tế thông qua nghiên cứu ứng dụng và chuyển giao công nghệ vì một nền kinh tế bền vững với mức sống cao hơn,"['chuyển_đổi', 'tư_duy', 'làm_giàu', 'đời_sống', 'tri_thức', 'kinh_tế', 'hoạt_động', 'nghề_nghiệp', 'thông_qua', 'dịch_vụ', 'cộng_đồng', 'đóng_góp', 'xã_hội', 'nền', 'kinh_tế', 'thông_qua', 'nghiên_cứu', 'ứng_dụng', 'chuyển_giao', 'công_nghệ', 'nền', 'kinh_tế', 'bền_vững', 'mức_sống', 'cao']",chuyển_đổi tư_duy làm_giàu đời_sống tri_thức kinh_tế hoạt_động nghề_nghiệp thông_qua dịch_vụ cộng_đồng đóng_góp xã_hội nền kinh_tế thông_qua nghiên_cứu ứng_dụng chuyển_giao công_nghệ nền kinh_tế bền_vững mức_sống cao
575,"Phương châm hoạt động “Đổi mới tư duy, làm giàu thêm tri thức - đời sống” là phương châm hoạt động của Trường Đại học Công nghiệp TP. HCM nhằm đạt được mục tiêu, tầm nhìn và sứ mạng của Nhà trường.",Giới thiệu,phương châm hoạt động đổi mới tư duy làm giàu thêm tri thức đời sống là phương châm hoạt động của trường đại học công nghiệp tp hcm nhằm đạt được mục tiêu tầm nhìn và sứ mạng của nhà trường,"['phương_châm', 'hoạt_động', 'đổi_mới', 'tư_duy', 'làm_giàu', 'thêm', 'tri_thức', 'đời_sống', 'phương_châm', 'hoạt_động', 'trường', 'đại_học', 'công_nghiệp', 'tp', 'hcm', 'nhằm', 'đạt', 'mục_tiêu', 'tầm', 'nhìn', 'sứ_mạng', 'nhà_trường']",phương_châm hoạt_động đổi_mới tư_duy làm_giàu thêm tri_thức đời_sống phương_châm hoạt_động trường đại_học công_nghiệp tp hcm nhằm đạt mục_tiêu tầm nhìn sứ_mạng nhà_trường
576,"Chuyển đổi tư duy của người học, người học tốt nghiệp và viên chức, người lao động thông qua hoạt động đào tạo và nghiên cứu ứng dụng có chất lượng để làm phong phú thêm đời sống của người dân và các hoạt động nghề nghiệp tại Việt Nam vì một nền kinh tế bền vững và có mức sống cao hơn. Các hoạt động nghề nghiệp bao gồm nghề nghiệp của một cá thể, một ngành nghề, bất kỳ hoạt động thương mại, thương vụ hoặc xây dựng và vận hành doanh nghiệp.",Giới thiệu,chuyển đổi tư duy của người học người học tốt nghiệp và viên chức người lao động thông qua hoạt động đào tạo và nghiên cứu ứng dụng có chất lượng để làm phong phú thêm đời sống của người dân và các hoạt động nghề nghiệp tại việt nam vì một nền kinh tế bền vững và có mức sống cao hơn các hoạt động nghề nghiệp bao gồm nghề nghiệp của một cá thể một ngành nghề bất kỳ hoạt động thương mại thương vụ hoặc xây dựng và vận hành doanh nghiệp,"['chuyển_đổi', 'tư_duy', 'người', 'học', 'người', 'học', 'tốt_nghiệp', 'viên_chức', 'người', 'lao_động', 'thông_qua', 'hoạt_động', 'đào_tạo', 'nghiên_cứu', 'ứng_dụng', 'chất_lượng', 'để', 'làm', 'phong_phú', 'thêm', 'đời_sống', 'người_dân', 'hoạt_động', 'nghề_nghiệp', 'việt_nam', 'nền', 'kinh_tế', 'bền_vững', 'mức_sống', 'cao', 'hoạt_động', 'nghề_nghiệp', 'bao_gồm', 'nghề_nghiệp', 'cá_thể', 'ngành_nghề', 'bất_kỳ', 'hoạt_động', 'thương_mại', 'thương_vụ', 'hoặc', 'xây_dựng', 'vận_hành', 'doanh_nghiệp']",chuyển_đổi tư_duy người học người học tốt_nghiệp viên_chức người lao_động thông_qua hoạt_động đào_tạo nghiên_cứu ứng_dụng chất_lượng để làm phong_phú thêm đời_sống người_dân hoạt_động nghề_nghiệp việt_nam nền kinh_tế bền_vững mức_sống cao hoạt_động nghề_nghiệp bao_gồm nghề_nghiệp cá_thể ngành_nghề bất_kỳ hoạt_động thương_mại thương_vụ hoặc xây_dựng vận_hành doanh_nghiệp
577,"Bộ nhận diện thương hiệu mới của Trường Đại học Công nghiệp Thành phố Hồ Chí Minh (IUH) được thiết kế theo triết lý hiện đại –  kế thừa – phát triển, phản ánh bản sắc truyền thống và tầm nhìn tương lai của nhà trường.",Giới thiệu,bộ nhận diện thương hiệu mới của trường đại học công nghiệp thành phố hồ chí minh iuh được thiết kế theo triết lý hiện đại kế thừa phát triển phản ánh bản sắc truyền thống và tầm nhìn tương lai của nhà trường,"['bộ', 'nhận_diện', 'thương_hiệu', 'mới', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh_iuh', 'thiết_kế', 'triết_lý', 'hiện_đại', 'kế_thừa', 'phát_triển', 'phản_ánh', 'bản_sắc', 'truyền_thống', 'tầm', 'nhìn', 'tương_lai', 'nhà_trường']",bộ nhận_diện thương_hiệu mới trường đại_học công_nghiệp thành_phố hồ chí_minh_iuh thiết_kế triết_lý hiện_đại kế_thừa phát_triển phản_ánh bản_sắc truyền_thống tầm nhìn tương_lai nhà_trường
578,"Biểu tượng chữ “I” cách điệu vừa đại diện cho “Industrial” – nền tảng lịch sử, vừa thể hiện “Innovation” – sứ mệnh đổi mới sáng tạo, kết hợp cùng hình khối vững chãi và bảng màu xanh – vàng đặc trưng, biểu trưng cho tri thức, khát vọng và phát triển bền vững.",Giới thiệu,biểu tượng chữ i cách điệu vừa đại diện cho industrial nền tảng lịch sử vừa thể hiện innovation sứ mệnh đổi mới sáng tạo kết hợp cùng hình khối vững chãi và bảng màu xanh vàng đặc trưng biểu trưng cho tri thức khát vọng và phát triển bền vững,"['biểu_tượng', 'chữ', 'cách_điệu', 'vừa', 'đại_diện', 'industrial', 'nền_tảng', 'lịch_sử', 'vừa', 'thể_hiện', 'innovation', 'sứ_mệnh', 'đổi_mới', 'sáng_tạo', 'kết_hợp', 'cùng', 'hình_khối', 'vững_chãi', 'bảng', 'màu', 'xanh', 'vàng', 'đặc_trưng', 'biểu_trưng', 'tri_thức', 'khát_vọng', 'phát_triển', 'bền_vững']",biểu_tượng chữ cách_điệu vừa đại_diện industrial nền_tảng lịch_sử vừa thể_hiện innovation sứ_mệnh đổi_mới sáng_tạo kết_hợp cùng hình_khối vững_chãi bảng màu xanh vàng đặc_trưng biểu_trưng tri_thức khát_vọng phát_triển bền_vững
579,"Hình ảnh ba mũi tên hướng lên thể hiện ba giá trị cốt lõi Innovation – Unity – Humanity, liên kết chặt chẽ trong tổng thể hiện đại. Mũi tên đầu tiên mang hình dáng máy bay cất cánh, biểu trưng cho hoài bão tuổi trẻ và hành trình chạm tới tri thức.",Giới thiệu,hình ảnh ba mũi tên hướng lên thể hiện ba giá trị cốt lõi innovation unity humanity liên kết chặt chẽ trong tổng thể hiện đại mũi tên đầu tiên mang hình dáng máy bay cất cánh biểu trưng cho hoài bão tuổi trẻ và hành trình chạm tới tri thức,"['hình_ảnh', 'ba', 'mũi_tên', 'hướng', 'lên', 'thể_hiện', 'ba', 'giá_trị', 'cốt_lõi', 'innovation', 'unity', 'humanity', 'liên_kết', 'chặt_chẽ', 'tổng', 'thể_hiện_đại', 'mũi_tên', 'đầu_tiên', 'mang', 'hình_dáng', 'máy_bay', 'cất_cánh', 'biểu_trưng', 'hoài_bão', 'tuổi_trẻ', 'hành_trình', 'chạm', 'tới', 'tri_thức']",hình_ảnh ba mũi_tên hướng lên thể_hiện ba giá_trị cốt_lõi innovation unity humanity liên_kết chặt_chẽ tổng thể_hiện_đại mũi_tên đầu_tiên mang hình_dáng máy_bay cất_cánh biểu_trưng hoài_bão tuổi_trẻ hành_trình chạm tới tri_thức
580,"Ba mũi tên đồng thời tạo hình ba chữ cái I – U – H, khẳng định bản sắc thương hiệu, tinh thần tiên phong và tầm nhìn chiến lược đổi mới – sáng tạo – phát triển bền vững.",Giới thiệu,ba mũi tên đồng thời tạo hình ba chữ cái i u h khẳng định bản sắc thương hiệu tinh thần tiên phong và tầm nhìn chiến lược đổi mới sáng tạo phát triển bền vững,"['ba', 'mũi_tên', 'đồng_thời', 'tạo_hình', 'ba', 'chữ_cái', 'u_h', 'khẳng_định', 'bản_sắc', 'thương_hiệu', 'tinh_thần', 'tiên_phong', 'tầm', 'nhìn', 'chiến_lược', 'đổi_mới', 'sáng_tạo', 'phát_triển', 'bền_vững']",ba mũi_tên đồng_thời tạo_hình ba chữ_cái u_h khẳng_định bản_sắc thương_hiệu tinh_thần tiên_phong tầm nhìn chiến_lược đổi_mới sáng_tạo phát_triển bền_vững
581,"Hình ảnh ba mũi tên hướng lên thể hiện ba giá trị cốt lõi Innovation – Unity – Humanity, liên kết chặt chẽ trong tổng thể hiện đại. Mũi tên đầu tiên mang hình dáng máy bay cất cánh, biểu trưng cho hoài bão tuổi trẻ và hành trình chạm tới tri thức. Trong bố cục, ba mũi tên đồng thời tạo hình ba chữ cái I – U – H, khẳng định bản sắc thương hiệu, tinh thần tiên phong và tầm nhìn chiến lược đổi mới – sáng tạo – phát triển bền vững.",Giới thiệu,hình ảnh ba mũi tên hướng lên thể hiện ba giá trị cốt lõi innovation unity humanity liên kết chặt chẽ trong tổng thể hiện đại mũi tên đầu tiên mang hình dáng máy bay cất cánh biểu trưng cho hoài bão tuổi trẻ và hành trình chạm tới tri thức trong bố cục ba mũi tên đồng thời tạo hình ba chữ cái i u h khẳng định bản sắc thương hiệu tinh thần tiên phong và tầm nhìn chiến lược đổi mới sáng tạo phát triển bền vững,"['hình_ảnh', 'ba', 'mũi_tên', 'hướng', 'lên', 'thể_hiện', 'ba', 'giá_trị', 'cốt_lõi', 'innovation', 'unity', 'humanity', 'liên_kết', 'chặt_chẽ', 'tổng', 'thể_hiện_đại', 'mũi_tên', 'đầu_tiên', 'mang', 'hình_dáng', 'máy_bay', 'cất_cánh', 'biểu_trưng', 'hoài_bão', 'tuổi_trẻ', 'hành_trình', 'chạm', 'tới', 'tri_thức', 'bố', 'cục', 'ba', 'mũi_tên', 'đồng_thời', 'tạo_hình', 'ba', 'chữ_cái', 'u_h', 'khẳng_định', 'bản_sắc', 'thương_hiệu', 'tinh_thần', 'tiên_phong', 'tầm', 'nhìn', 'chiến_lược', 'đổi_mới', 'sáng_tạo', 'phát_triển', 'bền_vững']",hình_ảnh ba mũi_tên hướng lên thể_hiện ba giá_trị cốt_lõi innovation unity humanity liên_kết chặt_chẽ tổng thể_hiện_đại mũi_tên đầu_tiên mang hình_dáng máy_bay cất_cánh biểu_trưng hoài_bão tuổi_trẻ hành_trình chạm tới tri_thức bố cục ba mũi_tên đồng_thời tạo_hình ba chữ_cái u_h khẳng_định bản_sắc thương_hiệu tinh_thần tiên_phong tầm nhìn chiến_lược đổi_mới sáng_tạo phát_triển bền_vững
582,"Hệ thống tổ chức của Trường Đại học Công nghiệp TP.HCM được xây dựng theo mô hình quản trị hiện đại, gồm các đơn vị chức năng và các đơn vị đào tạo, phối hợp chặt chẽ nhằm đảm bảo hoạt động đào tạo, nghiên cứu khoa học và quản lý được triển khai hiệu quả, thống nhất và minh bạch.",Giới thiệu,hệ thống tổ chức của trường đại học công nghiệp tp hcm được xây dựng theo mô hình quản trị hiện đại gồm các đơn vị chức năng và các đơn vị đào tạo phối hợp chặt chẽ nhằm đảm bảo hoạt động đào tạo nghiên cứu khoa học và quản lý được triển khai hiệu quả thống nhất và minh bạch,"['hệ_thống', 'tổ_chức', 'trường', 'đại_học', 'công_nghiệp', 'tp', 'hcm', 'xây_dựng', 'mô_hình', 'quản_trị', 'hiện_đại', 'gồm', 'đơn_vị', 'chức_năng', 'đơn_vị', 'đào_tạo', 'phối_hợp', 'chặt_chẽ', 'nhằm', 'đảm_bảo', 'hoạt_động', 'đào_tạo', 'nghiên_cứu', 'khoa_học', 'quản_lý', 'triển_khai', 'hiệu_quả', 'thống_nhất', 'minh_bạch']",hệ_thống tổ_chức trường đại_học công_nghiệp tp hcm xây_dựng mô_hình quản_trị hiện_đại gồm đơn_vị chức_năng đơn_vị đào_tạo phối_hợp chặt_chẽ nhằm đảm_bảo hoạt_động đào_tạo nghiên_cứu khoa_học quản_lý triển_khai hiệu_quả thống_nhất minh_bạch
583,"Sơ đồ bộ máy tổ chức: đứng đầu là Ban lãnh đạo, bên dưới có các phòng ban, khoa, viện, trung tâm, phân hiệu và đoàn thể.",Giới thiệu,sơ đồ bộ máy tổ chức đứng đầu là ban lãnh đạo bên dưới có các phòng ban khoa viện trung tâm phân hiệu và đoàn thể,"['sơ_đồ', 'bộ_máy', 'tổ_chức', 'đứng', 'đầu', 'ban', 'lãnh_đạo', 'bên', 'dưới', 'phòng_ban', 'khoa_viện', 'trung_tâm', 'phân_hiệu', 'đoàn_thể']",sơ_đồ bộ_máy tổ_chức đứng đầu ban lãnh_đạo bên dưới phòng_ban khoa_viện trung_tâm phân_hiệu đoàn_thể
584,Ban lãnh đạo gồm có Đảng ủy và Ban Giám hiệu.,Giới thiệu,ban lãnh đạo gồm có đảng ủy và ban giám hiệu,"['ban', 'lãnh_đạo', 'gồm', 'đảng_ủy', 'ban_giám_hiệu']",ban lãnh_đạo gồm đảng_ủy ban_giám_hiệu
585,"Phòng ban gồm: Phòng Tổ chức - Hành chính, Phòng Tài chính - Kế toán, Phòng Kế hoạch - Đầu tư, Phòng Đào tạo, Phòng quản lý khoa học và hợp tác quốc tế, Phòng Công tác chính trị và hỗ trợ sinh viên, Phòng Khảo thí và Đảm bảo chất lượng, Phòng quản trị, Phòng Dịch vụ, Phòng Quản lý Ký túc xá, Tạp chí Khoa học và Công nghệ-IUH, Nhà xuất bản Đại học Công Nghiệp TP.HỒ CHÍ MINH. ",Giới thiệu,phòng ban gồm phòng tổ chức hành chính phòng tài chính kế toán phòng kế hoạch đầu tư phòng đào tạo phòng quản lý khoa học và hợp tác quốc tế phòng công tác chính trị và hỗ trợ sinh viên phòng khảo thí và đảm bảo chất lượng phòng quản trị phòng dịch vụ phòng quản lý ký túc xá tạp chí khoa học và công nghệ iuh nhà xuất bản đại học công nghiệp tp hồ chí minh,"['phòng_ban', 'gồm', 'phòng', 'tổ_chức', 'hành_chính', 'phòng', 'tài_chính', 'kế_toán', 'phòng', 'kế_hoạch', 'đầu_tư', 'phòng', 'đào_tạo', 'phòng', 'quản_lý', 'khoa_học', 'hợp_tác', 'quốc_tế', 'phòng', 'công_tác', 'chính_trị', 'hỗ_trợ', 'sinh_viên', 'phòng', 'khảo_thí', 'đảm_bảo', 'chất_lượng', 'phòng', 'quản_trị', 'phòng', 'dịch_vụ', 'phòng', 'quản_lý', 'ký_túc_xá', 'tạp_chí', 'khoa_học', 'công_nghệ', 'iuh', 'nhà_xuất_bản', 'đại_học', 'công_nghiệp', 'tp', 'hồ', 'chí_minh']",phòng_ban gồm phòng tổ_chức hành_chính phòng tài_chính kế_toán phòng kế_hoạch đầu_tư phòng đào_tạo phòng quản_lý khoa_học hợp_tác quốc_tế phòng công_tác chính_trị hỗ_trợ sinh_viên phòng khảo_thí đảm_bảo chất_lượng phòng quản_trị phòng dịch_vụ phòng quản_lý ký_túc_xá tạp_chí khoa_học công_nghệ iuh nhà_xuất_bản đại_học công_nghiệp tp hồ chí_minh
586,"Viện gồm có 4 đơn vị: Viện Đào tạo Quốc tế Sau đại học, Viện Tài chính - Kế toán, Viện Công nghệ Sinh học và Thực phẩm, Viện Khoa học Công nghệ và Quản lý Môi trường.",Giới thiệu,viện gồm có đơn vị viện đào tạo quốc tế sau đại học viện tài chính kế toán viện công nghệ sinh học và thực phẩm viện khoa học công nghệ và quản lý môi trường,"['viện', 'gồm', 'đơn_vị', 'viện', 'đào_tạo', 'quốc_tế', 'sau_đại_học_viện', 'tài_chính', 'kế_toán_viện', 'công_nghệ_sinh_học', 'thực_phẩm', 'viện', 'khoa_học', 'công_nghệ', 'quản_lý', 'môi_trường']",viện gồm đơn_vị viện đào_tạo quốc_tế sau_đại_học_viện tài_chính kế_toán_viện công_nghệ_sinh_học thực_phẩm viện khoa_học công_nghệ quản_lý môi_trường
